Gene	No-Effect	Very Weak (35%)	Strong & Weak	Low (25%)	Cyto	padj_noeffect	padj_Cyto	padj_StrWeak	padj_vWeak	padj_low
TPH1	0.732466062049992	0.22637661780522	1	1	1	1	1	1	1	1
TPH2	0.797661019864133	1	1	1	1	1	1	1	1	1
TPK1	0.797661019864133	1	1	1	1	1	1	1	1	1
TPMT	0.797661019864133	1	1	1	1	1	1	1	1	1
TPP2	0.797661019864133	1	1	1	1	1	1	1	1	1
TPSAB1	0.959045059394684	0.0975857713914875	1	1	1	1	1	1	1	1
TRAC	0.797661019864133	1	1	1	1	1	1	1	1	1
TRBC1	0.797661019864133	1	1	1	1	1	1	1	1	1
TRDMT1	1	1	1	0.0559807378106458	1	1	1	1	1	1
TRHR	0.636276980333582	1	1	1	1	1	1	1	1	1
TRIO	0.797661019864133	1	1	1	1	1	1	1	1	1
TRPA1	0.136050752416768	1	1	0.601930221985002	1	1	1	1	1	1
TRPC1	0.636276980333582	1	1	1	1	1	1	1	1	1
TRPC3	0.971869150738627	0.185633806436352	1	0.205787517164507	1	1	1	1	1	1
TRPC4	0.507555483065512	1	1	1	1	1	1	1	1	1
TRPC5	0.997877810932274	0.102132977221237	0.179685845003723	0.123311733829269	1	1	1	1	1	1
TRPC6	0.940227904427053	0.22637661780522	1	0.250232830181434	1	1	1	1	1	1
TRPC7	0.636276980333582	1	1	1	1	1	1	1	1	1
TRPM2	0.84786200895202	1	1	0.0545666521005762	1	1	1	1	1	1
TRPM3	0.496521688799943	0.336759658332725	1	1	1	1	1	1	1	1
TRPM4	0.649613125165999	1	1	0.29218731080305	1	1	1	1	1	1
TRPM5	0.959045059394684	1	1	0.108823088600437	1	1	1	1	1	1
TRPM6	0.797661019864133	1	1	1	1	1	1	1	1	1
TRPM7	0.507555483065512	1	1	1	1	1	1	1	1	1
TRPM8	0.130829649566925	1	1	1	1	1	1	1	1	1
TRPV1	0.00353424578114071	1	1	1	1	1	1	1	1	1
TRPV2	0.636276980333582	1	1	1	1	1	1	1	1	1
TRPV3	0.797661019864133	1	1	1	1	1	1	1	1	1
TRPV4	0.898171935817978	1	1	0.29218731080305	0.146467421602334	1	1	1	1	1
TRPV5	0.636276980333582	1	1	1	1	1	1	1	1	1
TRPV6	0.797661019864133	1	1	1	1	1	1	1	1	1
TSPO	0.322988123346349	1	1	1	1	1	1	1	1	1
TSSK1B	0.797661019864133	1	1	1	1	1	1	1	1	1
TSTA3	0.797661019864133	1	1	1	1	1	1	1	1	1
TTK	0.322988123346349	1	1	1	1	1	1	1	1	1
TTR	0.797661019864133	1	1	1	1	1	1	1	1	1
TUBA1A	0.791689220206531	1	0.443195007119651	1	0.190342288311752	1	1	1	1	1
TUBA1B	0.732466062049992	1	1	1	0.123643277991489	1	1	1	1	1
TUBA1C	0.732466062049992	1	1	1	0.123643277991489	1	1	1	1	1
TUBA3C	0.732466062049992	1	1	1	0.123643277991489	1	1	1	1	1
TUBA3D	0.732466062049992	1	1	1	0.123643277991489	1	1	1	1	1
TUBA3E	0.732466062049992	1	1	1	0.123643277991489	1	1	1	1	1
TUBA4A	0.96525183830592	1	0.400926223101641	1	0.0131006637573014	1	1	1	1	1
TUBB	0.997372688944514	0.7364335912959	0.0332892972830676	0.776013973817567	0.00441429193099831	1	0.433441426748501	1	1	1
TUBB1	0.898171935817978	1	0.355444479913778	1	0.146467421602334	1	1	1	1	1
TUBB2A	0.732466062049992	1	1	1	0.123643277991489	1	1	1	1	1
TUBB2B	0.732466062049992	1	1	1	0.123643277991489	1	1	1	1	1
TUBB3	0.732466062049992	1	1	1	0.123643277991489	1	1	1	1	1
TUBB4A	0.732466062049992	1	1	1	0.123643277991489	1	1	1	1	1
TUBB4B	0.496521688799943	1	1	1	0.190342288311752	1	1	1	1	1
TUBB6	0.732466062049992	1	1	1	0.123643277991489	1	1	1	1	1
TUBB8	0.732466062049992	1	1	1	0.123643277991489	1	1	1	1	1
TUBD1	1	1	0.070599363659816	1	1	1	1	1	1	1
TUBE1	1	1	0.070599363659816	1	1	1	1	1	1	1
TUBG1	1	1	0.070599363659816	1	1	1	1	1	1	1
TXK	0.797661019864133	1	1	1	1	1	1	1	1	1
TXN	0.507555483065512	1	1	1	1	1	1	1	1	1
TXNDC12	0.797661019864133	1	1	1	1	1	1	1	1	1
TXNRD1	0.893719974869722	0.142741396965398	1	1	1	1	1	1	1	1
TYK2	0.815570799000816	1	1	1	0.100206730174315	1	1	1	1	1
TYMP	0.797661019864133	1	1	1	1	1	1	1	1	1
TYMS	0.791047599835937	0.559984855958957	1	0.224754309331111	0.344357991214783	1	1	1	1	1
TYR	0.550104783849284	0.459801255093559	0.584450569486292	1	1	1	1	1	1	1
TYRO3	0.636276980333582	1	1	1	1	1	1	1	1	1
UBA3	0.797661019864133	1	1	1	1	1	1	1	1	1
UBE2N	0.797661019864133	1	1	1	1	1	1	1	1	1
UCHL5	0.797661019864133	1	1	1	1	1	1	1	1	1
UCK2	0.959045059394684	1	0.136208815287958	1	1	1	1	1	1	1
UCKL1	0.797661019864133	1	1	1	1	1	1	1	1	1
UCP1	0.797661019864133	1	1	1	1	1	1	1	1	1
UCP2	0.797661019864133	1	1	1	1	1	1	1	1	1
UCP3	0.797661019864133	1	1	1	1	1	1	1	1	1
UGCG	0.991707601657165	1	0.0142635719471297	1	1	1	1	0.735287133874537	1	1
UGDH	0.797661019864133	1	1	1	1	1	1	1	1	1
UGT1A1	0.636276980333582	1	1	1	1	1	1	1	1	1
UGT1A6	0.797661019864133	1	1	1	1	1	1	1	1	1
UGT1A9	0.636276980333582	1	1	1	1	1	1	1	1	1
USP1	0.959045059394684	1	1	1	0.0514300278301785	1	1	1	1	1
USP10	0.797661019864133	1	1	1	1	1	1	1	1	1
USP13	0.797661019864133	1	1	1	1	1	1	1	1	1
USP14	0.322988123346349	1	1	1	1	1	1	1	1	1
USP2	1	1	1	1	0.0260555507782269	1	1	1	1	1
USP7	0.893719974869722	1	1	1	0.0761412909689847	1	1	1	1	1
USP9X	0.797661019864133	1	1	1	1	1	1	1	1	1
UTRN	0.797661019864133	1	1	1	1	1	1	1	1	1
UTS2R	0.898171935817978	1	0.355444479913778	0.29218731080305	1	1	1	1	1	1
VCAM1	1	0.0500472955542181	1	1	1	1	1	1	1	1
VCAN	0.797661019864133	1	1	1	1	1	1	1	1	1
VCP	0.959045059394684	1	1	1	0.0514300278301785	1	1	1	1	1
VDAC2	0.797661019864133	1	1	1	1	1	1	1	1	1
VDR	0.539140765827133	0.581976166721678	1	0.245872273697821	1	1	1	1	1	1
VEGFA	0.893719974869722	1	0.197181436958372	1	1	1	1	1	1	1
VKORC1	0.57031357165159	1	1	0.331790753920129	1	1	1	1	1	1
VKORC1L1	0.636276980333582	1	1	1	1	1	1	1	1	1
VWF	0.797661019864133	1	1	1	1	1	1	1	1	1
WARS2	1	1	1	0.0559807378106458	1	1	1	1	1	1
WASL	1	1	0.070599363659816	1	1	1	1	1	1	1
WDR5	0.636276980333582	1	1	1	1	1	1	1	1	1
WEE1	0.893719974869722	1	1	1	0.0761412909689847	1	1	1	1	1
WNT5A	0.797661019864133	1	1	1	1	1	1	1	1	1
WWP1	1	1	1	0.0559807378106458	1	1	1	1	1	1
XDH	0.104378183212657	1	1	1	1	1	1	1	1	1
XIAP	0.42925484225098	1	0.482478061098749	1	1	1	1	1	1	1
XPO1	0.507555483065512	1	1	1	1	1	1	1	1	1
YARS2	0.797661019864133	1	1	1	1	1	1	1	1	1
YES1	0.507555483065512	1	1	1	1	1	1	1	1	1
ZACN	1	0.0500472955542181	1	1	1	1	1	1	1	1
ZNF215	0.797661019864133	1	1	1	1	1	1	1	1	1
